customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
1587,Kevan,Laminman,Male,17,16-08-1986,Software Test Engineer III,Entertainment,Affluent Customer,N,NULL,Yes,12
1588,Dukey,McCrie,Male,24,28-01-1983,Administrative Officer,IT,High Net Worth,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,Yes,7
1589,Walker,Bartalot,Male,83,08-07-1989,Human Resources Manager,Health,Mass Customer,N,åüèÌ‰€±èÌåøèåÀ,Yes,4
1590,Crystie,Fontanet,Female,8,09-12-1965,Assistant Manager,Retail,Mass Customer,N,‰å«å¨‰Êå´å¬èÌüì‰‰,No,14
1591,Fonz,Jankin,Male,4,14-09-1976,Operator,Manufacturing,Mass Customer,N,‰Çtest‰Ç,Yes,14
1592,Thorin,Klagges,Male,21,04-08-1986,Software Test Engineer III,n/a,Mass Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ ?,Yes,14
1593,Tommy,Kupisz,Female,69,11-10-1979,Tax Accountant,IT,Mass Customer,N,‰¡‰«‰µ‰‰‰,No,17
1594,Rolando,Amyes,Male,62,26-11-1981,Human Resources Manager,Property,Mass Customer,N,•?•?¬(å«‰•?‰©,No,7
1595,Kora,Paoli,Female,15,21-02-1976,Senior Financial Analyst,Financial Services,High Net Worth,N,‰»‰»test‰»,Yes,11
1596,Vinnie,Sails,Male,2,01-07-1969,Cost Accountant,Financial Services,High Net Worth,N,-1.00E+00,Yes,8
1597,Jeffry,Slowly,Male,93,01-02-1977,Nurse Practicioner,Retail,Affluent Customer,N,•?•?•?,No,14
1598,Guendolen,Betterton,Female,87,02-12-1973,Safety Technician III,n/a,Mass Customer,N,$100.00,No,11
1599,Ozzy,Silver,Male,65,24-11-1999,,n/a,Affluent Customer,N,‹È(•À£‰•À£)‹È:*:,No,1
1600,Priscella,Stathers,Female,20,21-05-1985,Senior Financial Analyst,Financial Services,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,2
1601,Nita,McCarthy,Female,45,11-02-1993,Desktop Support Technician,Manufacturing,Affluent Customer,N,../../../../../../../../../../../etc/hosts,No,1
1602,Shamus,Dennerly,Male,68,09-01-1979,Professor,Retail,Mass Customer,N,,No,15
1603,Osgood,Emerine,Male,89,20-11-1988,Quality Engineer,Manufacturing,Affluent Customer,N,“Â’??’“ “«’“¡µÂ“,Yes,20
1604,Natale,Duinbleton,Male,51,11-04-1960,,Financial Services,High Net Worth,N,‰å«‰¡èÌå¬èÌ‰‰‰,No,20
1605,Latrena,Ker,Female,72,01-03-1988,,n/a,Affluent Customer,N,‹?ˆ??ˆ¼ôêˆ¼ˆ??•? ‹?ˆ??ˆ¼ôêˆ¼ˆ??•?,No,9
1606,Shayne,Ellesworthe,Female,93,25-11-1980,Environmental Specialist,n/a,Affluent Customer,N,1'; DROP TABLE users--,Yes,9
1607,Tiffani,Van Castele,Female,39,22-01-1988,Marketing Assistant,Retail,Mass Customer,N,‡Ê,Yes,15
1608,Fernande,Petzolt,Female,87,21-09-1958,Software Engineer III,n/a,Mass Customer,N,•ÈÀ,Yes,6
1609,Reginald,Hanwright,Male,64,26-11-1996,Professor,Property,Mass Customer,N,,Yes,3
1610,Valaree,Chisolm,Female,75,10-02-1955,Structural Engineer,n/a,High Net Worth,N,‰?test‰¤,Yes,9
1611,Terencio,,Male,93,22-11-1971,Developer IV,Health,High Net Worth,N,-$100.00,Yes,13
1612,Wendel,Headland,Male,70,17-04-1987,Community Outreach Specialist,Financial Services,High Net Worth,N,ôÁô¢ô£,Yes,22
1613,Ernesta,Billany,Female,18,25-05-1977,,Property,Mass Customer,N,‰?•ü ? ? ? ? ? ? ? ? ? ? ? ? ? ?,No,19
1614,Currie,Gimber,Male,2,12-08-1984,,n/a,High Net Worth,N,Ì´Ì‰®å©è‰èåÂ‰?Ì?,No,8
1615,Evvie,Crack,Female,75,04-02-1971,,Entertainment,Mass Customer,N,‰¡‰«‰µ,Yes,7
1616,Shamus,Attenbrough,Male,75,16-08-1955,Media Manager II,Retail,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,Yes,19
1617,Jannelle,Ort,Female,97,06-07-1978,Compensation Analyst,Financial Services,Affluent Customer,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,No,10
1618,Andee,Scardifeild,Female,90,01-03-1966,Senior Developer,n/a,Mass Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ ?,No,19
1619,Matteo,Hallum,Male,83,22-12-1971,Staff Accountant III,n/a,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,6
1620,Jerrold,Bernetti,Male,18,27-07-1992,Structural Analysis Engineer,n/a,High Net Worth,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,Yes,2
1621,Sibley,Eliyahu,Female,10,09-09-1974,Social Worker,Health,Mass Customer,N,`‰‰Â‰?‰¼•Â•Â‰Áå¡åá‰‰å±,No,22
1622,Pietrek,Crowe,Male,44,30-05-1978,Senior Quality Engineer,n/a,High Net Worth,N,‹‹?‹‹£‹?‹üÁ‹‹»‹‹,No,16
1623,Katy,Taffee,Female,29,24-12-1997,Software Test Engineer III,Entertainment,High Net Worth,N,“ü‘‘¡’Ê‘´«,Yes,2
1624,Hakim,Burnhard,Male,18,04-05-1980,Compensation Analyst,Financial Services,Mass Customer,N,¬?¾Ê?,Yes,6
1625,Caryl,Clara,Male,20,09-12-1977,Information Systems Manager,Property,Mass Customer,N,‰£,Yes,10
1626,Fanchon,Fist,Female,82,19-04-1979,VP Accounting,Financial Services,Mass Customer,N,,No,14
1627,Vladimir,Morphet,Male,44,19-11-1961,Librarian,Entertainment,Affluent Customer,N,?? ? ? ? ? ? ? ?,No,16
1628,Hermione,Brereton,U,13,,Assistant Manager,IT,Mass Customer,N,,No,
1629,Edsel,Lester,Male,46,21-08-1974,VP Accounting,Financial Services,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,No,14
1630,Sonni,Lindstedt,Female,63,16-09-1984,Professor,Manufacturing,Mass Customer,N,-1.00E+02,No,16
1631,Towny,Beebee,Male,11,03-09-1996,Speech Pathologist,Financial Services,Affluent Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ?olop æ‚ ‚ƒ?oqƒl æn æunp‡«p‡«ƒu‡« ƒ?odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ?næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ?olop ƒønsd‡« ƒø‚ƒ?oè´,No,1
1632,Orbadiah,Kennicott,Male,43,12-08-1985,Electrical Engineer,Manufacturing,High Net Worth,N,-1.00E+00,Yes,3
1633,Ashia,Muzzi,Female,16,08-07-1964,Mechanical Systems Engineer,Property,High Net Worth,N,‹È(•À£‰•À£)‹È:*:,Yes,14
1634,Jordana,Beach,Female,20,31-08-1970,Director of Sales,Manufacturing,Affluent Customer,N,"'""''''""",No,12
1635,Indira,Robotham,Female,36,02-09-1971,Safety Technician IV,Financial Services,Mass Customer,N,•?•?¬(å«‰•?‰©,No,7
1636,Karly,Ackenhead,Female,65,12-05-1980,Chemical Engineer,Manufacturing,High Net Worth,N,‰?•ü ? ? ? ? ? ? ? ? ? ? ? ? ? ?,Yes,5
1637,Timothee,Mervyn,Male,78,07-02-1969,Statistician II,Manufacturing,High Net Worth,N,1,No,6
1638,Zachery,Monkhouse,Male,55,12-05-1992,Speech Pathologist,Financial Services,Mass Customer,N,‰Á,Yes,10
1639,Marna,Showers,Female,9,17-12-1962,,Manufacturing,Mass Customer,N,?…ü?…¡?»…ü?test¯¤ô¯µô¯?¯¤¯» ¯¤ô¯»ô¯?ôô,Yes,12
1640,Erie,Worswick,Male,37,17-02-1995,Accountant I,n/a,High Net Worth,N,Ì´Ì‰®å©è‰èåÂ‰?Ì?,Yes,3
1641,Vasily,Sturgeon,Male,29,01-09-1972,Community Outreach Specialist,Financial Services,Mass Customer,N,‹?ˆ??ˆ¼ôêˆ¼ˆ??•? ‹?ˆ??ˆ¼ôêˆ¼ˆ??•?,No,14
1642,Nollie,Matteoli,Male,97,11-10-1982,Systems Administrator II,Manufacturing,Affluent Customer,N,1.00E+02,Yes,3
1643,Manda,Forsey,Female,13,07-01-1961,,Retail,Mass Customer,N,1,No,19
1644,Gaby,Harriot,Male,57,01-12-1969,Speech Pathologist,Health,Mass Customer,N,"¯Çô ôô¯? ¯?ô¯á¯» ô¯¬¯¤ô¯»¯?¯øô¯ø¯, ¯Â¯?ô¯±¯»ô ¯¬¯¤¯?¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯?¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯?¯¤ ô¯ø ¯£¯¨¯¡. ¯?ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,10
1645,Dal,Colquhoun,Male,34,12-06-1995,Research Associate,n/a,Affluent Customer,N,?? ? ? ? ? ? ? ?¤,Yes,5
1646,Emmye,Flacke,Female,39,20-06-1994,Senior Financial Analyst,Financial Services,Mass Customer,N,ôÁô¢ô£,Yes,1
1647,Ivory,Roscam,Female,21,09-09-1977,,Financial Services,High Net Worth,N,!@#$%^&*(),Yes,17
1648,Prissie,Dyde,Female,22,09-06-1981,VP Accounting,Financial Services,Mass Customer,N,??¾¤Œ?ü¢»Œ?üÊ©¦¾,No,8
1649,Brenden,Dinley,Male,6,17-07-1962,Chief Design Engineer,Property,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,7
1650,Raphaela,Looby,Female,44,03-05-1980,Tax Accountant,n/a,High Net Worth,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ ?,No,16
1651,Idalina,,Female,9,25-11-1996,Web Designer I,Telecommunications,Mass Customer,N,“ü‘‘¡’Ê‘´«,Yes,4
1652,Ulrikaumeko,Heffernon,Female,53,24-09-1981,Operator,Manufacturing,High Net Worth,N,01-Feb,Yes,7
1653,Florry,Folbige,Female,80,29-04-1987,,Argiculture,Mass Customer,N,!@#$%^&*(),Yes,12
1654,Melli,Sperwell,Female,67,05-03-1989,Professor,IT,High Net Worth,N,test‰Êtest‰Ç,Yes,9
1655,Prinz,Codman,Male,38,15-02-1983,Electrical Engineer,Manufacturing,Affluent Customer,N,1.00E+02,Yes,13
1656,Constantin,Rodrigues,Male,59,22-07-1977,Chief Design Engineer,Financial Services,Mass Customer,N,åüèÌ‰€±èÌåøèåÀ,Yes,7
1657,Stanwood,Troillet,Male,11,08-03-1977,Computer Systems Analyst III,Financial Services,Mass Customer,N,‰?•ü ? ? ? ? ? ? ? ? ? ? ? ? ? ?,No,5
1658,Selina,Clow,Female,17,05-12-1993,Sales Representative,Retail,Mass Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí?íêGíÈOí?íí¨,Yes,5
1659,Olva,Sheehy,Female,75,14-11-1989,Software Consultant,Property,High Net Worth,N,-1,Yes,13
1660,Justinian,Jekyll,Male,85,16-03-1980,Internal Auditor,Retail,Affluent Customer,N,‰?•ü ? ? ? ? ? ? ? ? ? ? ? ? ? ?,No,15
1661,Meggy,Delgadillo,Female,21,02-06-1979,Administrative Assistant IV,Health,Affluent Customer,N,<img src=x onerror=alert('hi') />,No,10
1662,Xenia,Willmett,Female,40,01-04-1956,Electrical Engineer,Manufacturing,High Net Worth,N,Tíí?í¼í¼oê íáií?íÂêí»ênííêvêíííí?oí¦íí¡íÊkeêêí¨í¼í»í?í±í? ítêíêí?í£íÈí»hí?êí?í?í?íí?eêí£í¡í?íÂê í¢í?íÈí±íhêêêêíí£í?ií?í?í£í¡í?víÈêeí¼í?í?í»í¡-mí¢iêníí¼íí?íøí¡díµí?íêí©í?íí? íí´í±í?í?ríííeêpêÊrí?ííÈí?íeêí¼íÊí£sí,No,11
1663,Analiese,Grimsditch,Female,68,30-01-1978,VP Quality Control,Property,High Net Worth,N,íÁêêíIêííí?nêêêví¨íÇokí?íÇíêiíêí?í?íÊíníÁíÈí¨í£í¼gí?êêí?êíÂê í¡têí?híí?eí¢í? êíÂí?êfí«íêí£eêêeí£í´í©lêêêiêÊêêí?nêêíêí?í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí?í£êêaêíí?êêoí?í£í´sê¢í±êí¼íí?íÈ.íí,Yes,9
1664,Karlis,Alner,Male,11,30-12-1975,Chemical Engineer,Manufacturing,Affluent Customer,N,',Yes,9
1665,Witty,Lauthian,Male,48,18-11-1977,Quality Engineer,Telecommunications,Mass Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ?olop æ‚ ‚ƒ?oqƒl æn æunp‡«p‡«ƒu‡« ƒ?odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ?næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ?olop ƒønsd‡« ƒø‚ƒ?oè´,No,11
1666,Launce,Lording,Male,73,02-04-1977,Recruiting Manager,n/a,Mass Customer,N,1.00E+02,No,14
1667,Jaime,Simonnin,Male,67,18-02-1955,Geological Engineer,Manufacturing,High Net Worth,N,‰Á,No,18
1668,Aurlie,Bolter,Female,75,13-06-1965,Financial Advisor,Financial Services,Mass Customer,N,<img src=x onerror=alert('hi') />,No,8
1669,Jabez,Glasspoole,Male,74,18-03-1978,VP Accounting,Financial Services,High Net Worth,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,Yes,21
1670,Gisella,Ravens,Female,30,12-08-1978,Web Designer II,Retail,Mass Customer,N,‰©test‰©,No,19
1671,Nerty,Renak,Female,69,23-01-1957,Account Executive,Property,Mass Customer,N,-0.5,Yes,14
1672,Sharla,Creebo,Female,21,27-04-1963,Design Engineer,IT,Affluent Customer,N,‡,Yes,9
1673,Suzie,Dahle,Female,45,09-11-1978,Professor,Financial Services,Affluent Customer,N,1.00E+02,Yes,21
1674,Rahal,Woodman,Female,97,26-10-1977,Civil Engineer,Manufacturing,High Net Worth,N,íÁêêíIêííí?nêêêví¨íÇokí?íÇíêiíêí?í?íÊíníÁíÈí¨í£í¼gí?êêí?êíÂê í¡têí?híí?eí¢í? êíÂí?êfí«íêí£eêêeí£í´í©lêêêiêÊêêí?nêêíêí?í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí?í£êêaêíí?êêoí?í£í´sê¢í±êí¼íí?íÈ.íí,No,20
1675,Luke,Wombwell,Male,76,14-08-1955,Engineer I,Manufacturing,Affluent Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí?íêGíÈOí?íí¨,Yes,14
1676,Ozzy,Olerenshaw,Male,63,31-03-1975,Information Systems Manager,Health,Mass Customer,N,nil,No,13
1677,Petrina,Pollins,Female,56,28-05-1958,Editor,Health,Affluent Customer,N,1/0,Yes,16
1678,Dale,Hursey,Female,20,07-10-1977,,Financial Services,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,Yes,13
1679,Arabel,Kayser,Female,92,03-11-1975,Programmer II,Health,Mass Customer,N,•ÈÀ,Yes,13
1680,Loise,Austins,Female,5,28-07-1998,Desktop Support Technician,Property,Mass Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,4
1681,Rupert,Gilstoun,Male,78,07-12-1979,,Health,High Net Worth,N,(•?Á‰ ‰ ‰•?Á),Yes,6
1682,Gerladina,Cuddon,Female,93,25-04-1960,Structural Engineer,Manufacturing,Affluent Customer,N,0.00E+00,Yes,6
1683,Brenn,Bacon,U,72,,Budget/Accounting Analyst I,IT,Mass Customer,N,,Yes,
1684,Janie,Stonehewer,Female,96,10-07-1979,Environmental Tech,Manufacturing,Mass Customer,N,(•?ˆ?´ˆ?´•?•?•ÈÀ ‰È‰‰È,No,6
1685,Marya,Milington,Female,32,16-03-1972,Budget/Accounting Analyst III,IT,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,8
1686,Fremont,Trundle,Male,95,06-07-1980,Account Representative IV,Argiculture,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,16
1687,Chance,Maben,Male,16,09-05-1991,,Manufacturing,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,8
1688,Charmaine,Suller,Female,80,05-12-1978,Systems Administrator II,n/a,Mass Customer,N,íí¼êí?íøêTí±í?êí´êêhêí?eêêí?ííí?í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí?í¼í?êíøêeêíÊíÈíÊrí¬í?êí¼íêíídêíÊíí?íÂíií?êí©êêí?aíÊííÂêínêê íÈíí¡êêhíµêií?íví¢êeêí?ê-ñí?í©í?êmí?í?íÇiêêíí?níêdí£í êíøí?êoí¬ííøí¡í?,No,15
1689,Teodor,Larwell,Male,48,18-06-1995,Quality Control Specialist,Financial Services,Mass Customer,N,‰Á,Yes,4
1690,Torey,Kensall,Male,6,19-12-1988,Food Chemist,Health,Affluent Customer,N,‡Ê,Yes,16
1691,Tomlin,,Male,50,16-11-1979,Account Coordinator,n/a,High Net Worth,N,"''''""",Yes,7
1692,Harriette,De Matteis,Female,85,07-04-1967,Senior Quality Engineer,Health,Mass Customer,N,ôÁô¢ô£,Yes,17
1693,Ring,Birchall,Male,79,06-11-1965,Accountant I,Health,Affluent Customer,N,"''''""",No,4
1694,Tonnie,McLinden,Male,11,11-10-1959,,IT,Mass Customer,N,‡,Yes,19
1695,Blanch,Leyshon,Female,11,18-05-1991,Environmental Specialist,n/a,High Net Worth,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",Yes,4
1696,Mose,Middler,Male,48,07-06-1991,Librarian,Entertainment,High Net Worth,N,",./;'[]\-=",No,2
1697,Eddi,Mansbridge,Female,44,29-03-1969,Occupational Therapist,Health,Mass Customer,N,‰,Yes,12
1698,Christabella,Eldredge,Female,58,24-08-1971,,Health,Affluent Customer,N,1.00E+96,Yes,18
1699,Poul,Dumphy,Male,33,08-05-1958,Nuclear Power Engineer,Manufacturing,Mass Customer,N,?Ê?Ê±?Ê??Ê±?Ê±ü?Ê??Ê?,Yes,8
1700,Rana,Streets,Female,28,18-09-1969,Electrical Engineer,Manufacturing,High Net Worth,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,14
1701,Hazlett,Goane,Male,11,24-04-1963,,Manufacturing,High Net Worth,N,íí¼êí?íøêTí±í?êí´êêhêí?eêêí?ííí?í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí?í¼í?êíøêeêíÊíÈíÊrí¬í?êí¼íêíídêíÊíí?íÂíií?êí©êêí?aíÊííÂêínêê íÈíí¡êêhíµêií?íví¢êeêí?ê-ñí?í©í?êmí?í?íÇiêêíí?níêdí£í êíøí?êoí¬ííøí¡í?,No,17
1702,Bryn,Whisby,Male,14,03-04-1956,Research Nurse,Health,Mass Customer,N,‰?test‰¤,No,17
1703,Nerita,Keppie,Female,14,01-04-1991,Product Engineer,Telecommunications,Mass Customer,N,?Ê?Ê±?Ê??Ê±?Ê±ü?Ê??Ê?,Yes,3
1704,Tremain,Breadon,Male,96,22-10-1962,Analyst Programmer,IT,High Net Worth,N,“Â’??’“ “«’“¡µÂ“,No,12
1705,Nelle,Haworth,Female,1,14-08-1979,Research Associate,Financial Services,Mass Customer,N,<script>alert('hi')</script>,Yes,9
1706,Slade,Semark,Male,32,19-08-1961,,Financial Services,High Net Worth,N,‹‹?‹‹£‹?‹üÁ‹‹»‹‹,Yes,10
1707,Alfonso,Readett,Male,18,02-01-1994,Cost Accountant,Financial Services,High Net Worth,N,‹,No,7
1708,Wenona,Mahaddie,Female,39,30-12-1988,Marketing Manager,Property,High Net Worth,N,‡Ê,No,20
1709,Osgood,Seeborne,Male,36,30-09-1974,Food Chemist,Health,Affluent Customer,N,ôÁô¢ô£,No,6
1710,Matilde,MacKeeg,Female,49,30-06-1954,Health Coach IV,Health,High Net Worth,N,‹‹?‹‹£‹?‹üÁ‹‹»‹‹,No,17
1711,Marie-jeanne,Mattson,Female,81,26-09-1993,,Manufacturing,High Net Worth,N,‹‹?‹‹£‹?‹üÁ‹‹»‹‹,Yes,7
1712,Chad,,Female,63,12-10-1976,Dental Hygienist,Health,High Net Worth,N,í?HêíÂí?íí?eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí?í?aí¼í»êií¬êêí?êíøítí¦í?í¨sííêê íÊíÇíÊBíÈêêêêí?eíµhíµíÂêíÇêiíí?êí?í?í¨êíÇnêdí«í»íí êí¡êí©êêêí?Tê¢êí?êí»hêêí¨íÈeíÂíêí í?í?íWêêêííêêaêêêí?í?,Yes,7
1713,Jennica,Jeeks,Female,89,08-11-1988,Teacher,Retail,High Net Worth,N,?µ ? ? ?,Yes,21
1714,Esma,Rycroft,Female,80,26-06-1998,Senior Sales Associate,Property,High Net Worth,N,‰¡‰«‰µ,Yes,4
1715,Cobb,Schrinel,Male,41,01-06-1988,Web Developer III,Entertainment,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,12
1716,Lou,Yellep,Female,42,30-01-1987,Senior Developer,Telecommunications,Affluent Customer,N,nil,No,5
1717,Obadias,Gristwood,Male,96,14-11-1978,Civil Engineer,Manufacturing,Mass Customer,N,1/0,No,6
1718,Eada,Coaster,Female,13,19-04-1994,Professor,Financial Services,High Net Worth,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ?olop æ‚ ‚ƒ?oqƒl æn æunp‡«p‡«ƒu‡« ƒ?odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ?næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ?olop ƒønsd‡« ƒø‚ƒ?oè´,Yes,4
1719,Devy,Hannum,Male,71,04-07-1973,Media Manager IV,Financial Services,High Net Worth,N,åüèÌ‰€±èÌåøèåÀ,No,18
1720,Matilda,Milton,Female,96,06-10-1986,Staff Accountant II,Financial Services,Mass Customer,N,-1.00E+02,Yes,13
1721,Delcine,Hansod,Female,82,22-10-1980,Senior Quality Engineer,Financial Services,High Net Worth,N,0/0,No,14
1722,Fritz,Geare,Male,52,17-07-1963,Cost Accountant,Financial Services,Mass Customer,N,í?HêíÂí?íí?eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí?í?aí¼í»êií¬êêí?êíøítí¦í?í¨sííêê íÊíÇíÊBíÈêêêêí?eíµhíµíÂêíÇêiíí?êí?í?í¨êíÇnêdí«í»íí êí¡êí©êêêí?Tê¢êí?êí»hêêí¨íÈeíÂíêí í?í?íWêêêííêêaêêêí?í?,No,4
1723,Atalanta,Stoeck,Female,90,24-10-1986,Geologist IV,n/a,Mass Customer,N,??¾¤Œ?ü¢»Œ?üÊ©¦¾,Yes,7
1724,Davita,Pristnor,Female,28,24-01-1999,Assistant Media Planner,Entertainment,High Net Worth,N,‰?test‰¤,Yes,4
1725,Corena,Postlewhite,Female,80,19-07-1979,Junior Executive,Manufacturing,High Net Worth,N,åüèÌ‰€±èÌåøèåÀ,Yes,16
1726,Mariette,Alexsandrev,Female,41,06-08-1973,Junior Executive,Financial Services,High Net Worth,N,“ü‘‘¡’Ê‘´«,No,11
1727,Everard,,Male,43,10-05-1978,Assistant Media Planner,Entertainment,High Net Worth,N,?…ü?…¡?»…ü?test¯¤ô¯µô¯?¯¤¯» ¯¤ô¯»ô¯?ôô,No,6
1728,Pryce,Larner,Male,41,04-05-1977,Paralegal,Financial Services,Affluent Customer,N,1,No,22
1729,Alla,Kyles,Female,37,16-11-1987,Mechanical Systems Engineer,Argiculture,High Net Worth,N,•?•?•?,No,7
1730,Tildi,Kirkup,Female,29,21-12-1985,Senior Financial Analyst,Financial Services,Mass Customer,N,1.00E+02,No,20
1731,Aigneis,MacKall,Female,26,11-03-1959,Health Coach III,Health,High Net Worth,N,"<>?:""{}|_+",Yes,19
1732,Elihu,Cudworth,Male,95,07-07-1978,Desktop Support Technician,Argiculture,Mass Customer,N,ôÁô¢ô£,Yes,10
1733,Gothart,Coomer,Male,10,26-05-1986,Associate Professor,Financial Services,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,No,20
1734,Adriana,Cullerne,Female,88,10-10-1977,Community Outreach Specialist,Retail,Mass Customer,N,1.00E+02,Yes,11
1735,Sly,Offord,Male,7,07-09-1966,Occupational Therapist,Health,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,8
1736,Garrek,Rowbotham,Male,83,10-05-1998,Associate Professor,IT,Affluent Customer,N,‰©test‰©,No,4
1737,Benny,Jammet,Female,21,06-09-1976,Senior Developer,Property,Affluent Customer,N,•?•?¬(å«‰•?‰©,Yes,13
1738,Frankie,Seydlitz,Male,39,24-04-1985,Engineer II,Argiculture,High Net Worth,N,NULL,Yes,14
1739,Burnaby,Stiffkins,Male,20,06-10-1954,Software Consultant,Entertainment,Mass Customer,N,1,No,7
1740,Faythe,Janaszewski,U,83,,Research Associate,IT,Mass Customer,N,,Yes,
1741,Karlens,Carneck,Male,18,11-07-1994,General Manager,Financial Services,High Net Worth,N,‰å«å¨‰Êå´å¬èÌüì‰‰,No,3
1742,Quintin,Dublin,Male,48,17-08-1958,Tax Accountant,n/a,High Net Worth,N,‰¢,No,13
1743,Pall,Creek,Male,80,25-07-1981,Director of Sales,Manufacturing,Affluent Customer,N,',Yes,8
1744,Phoebe,Kahen,Female,41,21-01-1972,Nurse Practicioner,Financial Services,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,12
1745,Leigha,Clawson,Female,37,23-08-1955,Chief Design Engineer,Financial Services,Mass Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ?olop æ‚ ‚ƒ?oqƒl æn æunp‡«p‡«ƒu‡« ƒ?odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ?næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ?olop ƒønsd‡« ƒø‚ƒ?oè´,Yes,6
1746,Kev,,Male,58,05-01-1962,Operator,IT,High Net Worth,N,(•?ˆ?´ˆ?´•?•?•ÈÀ ‰È‰‰È,No,6
1747,Obadiah,Fairall,Male,46,14-03-1987,Research Assistant II,Financial Services,Affluent Customer,N,‹È(•À£‰•À£)‹È:*:,No,14
1748,Skell,Oxenden,Male,83,07-06-1956,Recruiter,Manufacturing,Mass Customer,N,‰¢,Yes,10
1749,Debbi,Petschelt,Female,66,22-10-1980,,Telecommunications,High Net Worth,N,?µ ? ? ?,No,4
1750,Filbert,Evreux,Male,14,13-05-1959,Internal Auditor,Entertainment,Mass Customer,N,‰?test‰¤,Yes,16
1751,Sara-ann,Haddick,Female,49,23-03-1969,,Health,Mass Customer,N,,No,4
1752,Diane,Busk,Female,92,27-01-1977,Systems Administrator II,n/a,Mass Customer,N,‰?•ü ? ? ? ? ? ? ? ? ? ? ? ? ? ?,No,17
